40.26228189834426	韦小宝
23.776066281047232	张无忌
23.54882120384414	令狐冲
17.79326262426621	郭靖
16.752898583518178	杨过
16.618115162938683	袁承志
15.747631350014535	段誉
15.036312348481562	黄蓉
13.87813056935007	胡斐
11.484810765197027	陈家洛
9.926595773910808	石破天
9.698845433691794	吴三桂
8.914965453791233	岳不群
8.076151298543945	赵敏
7.686437587835096	小龙女
7.600094751437912	谢逊
7.00634698338182	徐天宏
6.879130857958803	文泰来
6.859806627774629	周芷若
6.788572196109474	王语嫣
6.753016297765068	骆冰
6.5793904475256175	慕容复
6.523430722287882	虚竹
6.438369739226479	杨逍
6.298817379186379	狄云
6.0406977552558985	程灵素
5.948102285694777	林平之
5.926273981088076	赵半山
5.769171782978086	岳灵珊
5.689887674169955	段正淳
5.434052234563907	余鱼同
5.415842291923631	张翠山
5.337414109417281	周绮
5.2709786295743335	石清
5.256532697262316	阿朱
5.239929676031825	陆菲青
5.140737611245747	黄药师
5.090738575144332	张召重
5.055485831332619	陈近南
4.956480617558093	张三丰
4.911744357562581	双儿
4.846739270411128	仪琳
4.7190561332128205	周仲英
4.709964691968682	丘处机
4.698297170882963	卫春华
4.616850688389817	乔峰
4.459522179599003	白万剑
4.394180486257494	霍青桐
4.27401916061551	殷梨亭
4.227843979528246	郭芙
4.224831370658564	心砚
4.16295194564779	丁春秋
4.161457713593434	木婉清
4.161091045822174	周伯通
4.155158934001679	章进
4.145105087403808	阿紫
4.035503980892742	任我行
3.8799290629927703	左冷禅
3.879316453817984	洪七公
3.875078373693643	徐天川
3.8339246755181775	包不同
3.815859369031138	李沅芷
3.795183013659152	李莫愁
3.710085984322918	福康安
3.6238491085834204	鸠摩智
3.541255744969206	宋远桥
3.5162529644641616	余沧海
3.5051093018735586	田伯光
3.4251945412183185	向问天
3.422916484379028	韦一笑
3.3728571781505527	苗人凤
3.35618365710905	马春花
3.3203143752472375	柯镇恶
3.2992449166339917	方证
3.175411141086944	郭襄
3.1691675598385594	郑克爽
3.138900450182142	灭绝师太
3.109974861492535	方怡
3.01244370333276	闵柔
2.983941199731685	殷素素
2.9742921039528905	小桂子
2.94926627934754	定逸
2.9456461881072347	邓百川
2.945333919131618	段延庆
2.900433431727192	玄难
2.889137627572216	沐剑屏
2.8741071145944628	游坦之
2.866012107146759	洪胜海
2.822094089902907	鳌拜
2.821120042472731	朱聪
2.791895194942659	李文秀
2.77506288128953	冲虚
2.742900666910458	钟灵
2.7286972555369324	东方不败
2.7208563028017805	吴应熊
2.7177761064100556	焦宛儿
2.7150989669344647	水笙
2.706986759404772	朱丹臣
2.7014812704731703	周颠
2.7009085327749647	殷天正
2.696735738716177	苏普
2.6540178870536817	空智
2.623986584352659	桃根仙
2.6221110664465996	归辛树
2.5968759024967634	劳德诺
2.585680308741692	杨康
2.577479439431511	何铁手
2.510932745150926	梅超风
2.4951888683153576	丁不四
2.454891251580816	归二娘
2.449751402032382	巴天石
2.4458516015764395	宋青书
2.4088445861093937	徐铮
2.381089297924397	桃枝仙
2.3751726630335184	完颜洪烈
2.3635576106197735	杨成协
2.3416203674779776	孟健雄
2.324418065190187	范遥
2.317000722593229	胖头陀
2.3131037700920336	梅剑和
2.3077921009672897	风波恶
2.3066644902949687	空闻
2.297282982625995	欧阳克
2.2789986960521107	张松溪
2.2766894148275427	袁紫衣
2.271060477281417	万震山
2.262326274617196	俞岱岩
2.2581305857254383	李自成
2.238762356614893	阿碧
2.2375379255072443	金花婆婆
2.2362504401547127	公冶乾
2.2351451301064755	尹志平
2.23166589579906	程青竹
2.2176596009708294	桃花仙
2.212801618975594	赵志敬
2.204883030503875	桃干仙
2.1891858096638637	风际中
2.188353932579529	刘正风
2.176237534621739	仪和
2.170249841038919	王剑英
2.165226558294177	商宝震
2.162320886427208	万圭
2.1539291245580388	纪晓芙
2.1498130838170173	小昭
2.1475756266242167	金轮法王
2.131606649078488	苏鲁克
2.1300000500756466	陈友谅
2.1028997081877	何太冲
2.0888978938152403	施琅
2.0847350700777585	彭莹玉
2.0797297021455874	田归农
2.0780422820802844	杨不悔
2.0779018146789787	贝海石
2.0663899991471997	戚芳
2.0521549574648423	圆真
2.0355241311258063	商老太
2.021609478754419	索额图
1.9933543407474177	马钰
1.9925454346120774	黄真
1.97294899935187	彭连虎
1.9659708420977708	苏星河
1.9658810702628187	韩小莹
1.9348604817994024	王夫人
1.925212112677199	吴六奇
1.9220823252995995	花铁干
1.9214884366955725	云中鹤
1.9142438053429647	冯锡范
1.8902270119620619	马行空
1.8824038557137126	张三
1.881482988303688	闵子华
1.8730248050362723	吴立身
1.865584835601424	钱老本
1.8467482431745215	莫声谷
1.8435773367494976	陆大有
1.836623633768534	蒋四根
1.823202263266693	沙通天
1.8190820888545434	崔希敏
